"Make","Model","Vehicle Class","Engine Size(L)","Cylinders","Transmission","Fuel Type","Fuel Consumption Comb (L/100 km)","CO2 Emissions(g/km)"
"HONDA","CIVIC","COMPACT",1.8,4,"AV","X",7.1,163
"HONDA","CIVIC","COMPACT",1.8,4,"AV7","X",7.2,166
"HONDA","CIVIC","COMPACT",1.8,4,"M5","X",7.7,177
"HONDA","CIVIC Si","COMPACT",2.4,4,"M6","Z",9.4,216
"HONDA","CIVIC HYBRID","COMPACT",1.5,4,"AV","X",5.2,120
"HONDA","CR-V","SUV - SMALL",2.4,4,"AV","X",7.8,179
"HONDA","CR-V AWD","SUV - SMALL",2.4,4,"AV","X",8.3,191
"HONDA","CR-Z","TWO-SEATER",1.5,4,"AV7","X",6.3,145
"HONDA","CR-Z","TWO-SEATER",1.5,4,"M6","X",6.9,159
"HONDA","FIT","STATION WAGON - SMALL",1.5,4,"AV","X",6.4,147
"HONDA","FIT","STATION WAGON - SMALL",1.5,4,"AV7","X",6.8,156
"HONDA","FIT","STATION WAGON - SMALL",1.5,4,"M6","X",7.3,168
"HONDA","ODYSSEY","MINIVAN",3.5,6,"A6","X",10.6,244
"HONDA","PILOT","SUV - SMALL",3.5,6,"A5","X",11.5,264
"HONDA","PILOT 4WD","SUV - SMALL",3.5,6,"A5","X",12,276
"HYUNDAI","ACCENT","COMPACT",1.6,4,"AS6","X",7.7,177
"HYUNDAI","ACCENT","COMPACT",1.6,4,"M6","X",7.6,175
"HYUNDAI","ELANTRA","MID-SIZE",1.8,4,"AS6","X",7.5,172
"HYUNDAI","ELANTRA","MID-SIZE",1.8,4,"M6","X",7.7,177
"HYUNDAI","ELANTRA","MID-SIZE",2,4,"AS6","X",8.3,191
"HYUNDAI","ELANTRA","MID-SIZE",2,4,"M6","X",8.5,196
"HYUNDAI","ELANTRA COUPE","MID-SIZE",2,4,"AS6","X",8.3,191
"HYUNDAI","ELANTRA COUPE","MID-SIZE",2,4,"M6","X",8.3,191
"HYUNDAI","ELANTRA GT","MID-SIZE",2,4,"AS6","X",8.6,198
"HYUNDAI","ELANTRA GT","MID-SIZE",2,4,"M6","X",8.5,196
"HYUNDAI","EQUUS","FULL-SIZE",5,8,"AS8","Z",13.3,306
"HYUNDAI","GENESIS AWD","FULL-SIZE",3.8,6,"AS8","X",12.1,278
"HYUNDAI","GENESIS AWD","FULL-SIZE",5,8,"AS8","Z",14.2,327
"HYUNDAI","GENESIS COUPE","SUBCOMPACT",3.8,6,"AS8","Z",12.3,283
"HYUNDAI","GENESIS COUPE","SUBCOMPACT",3.8,6,"M6","Z",12.4,285
"HYUNDAI","SANTA FE","SUV - SMALL",3.3,6,"AS6","X",11.3,260
"HYUNDAI","SANTA FE AWD","SUV - SMALL",3.3,6,"AS6","X",11.5,264
"HYUNDAI","SANTA FE SPORT","SUV - SMALL",2.4,4,"AS6","X",10.3,237
"HYUNDAI","SANTA FE SPORT AWD","SUV - SMALL",2,4,"AS6","X",11.5,264
"HYUNDAI","SANTA FE SPORT AWD","SUV - SMALL",2.4,4,"AS6","X",11.1,255
"HYUNDAI","SANTA FE ULTIMATE AWD","SUV - SMALL",3.3,6,"AS6","X",12.5,287
"HYUNDAI","SONATA","FULL-SIZE",2,4,"AS6","X",9.1,209
"HYUNDAI","SONATA","FULL-SIZE",2.4,4,"AS6","X",8.4,193
"HYUNDAI","SONATA SPORT/LIMITED","FULL-SIZE",2.4,4,"AS6","X",8.4,193
"HYUNDAI","SONATA HYBRID","MID-SIZE",2.4,4,"AS6","X",6.3,145
"HYUNDAI","SONATA HYBRID LIMITED","MID-SIZE",2.4,4,"AS6","X",6.3,145
"HYUNDAI","TUCSON","SUV - SMALL",2,4,"AS6","X",9.3,214
"HYUNDAI","TUCSON","SUV - SMALL",2,4,"M6","X",10.1,232
"HYUNDAI","TUCSON","SUV - SMALL",2.4,4,"AS6","X",10,230
"HYUNDAI","TUCSON AWD","SUV - SMALL",2,4,"AS6","X",10.4,239
"HYUNDAI","TUCSON AWD","SUV - SMALL",2.4,4,"AS6","X",10.6,244
"HYUNDAI","VELOSTER","COMPACT",1.6,4,"AM6","X",7.7,177
"HYUNDAI","VELOSTER","COMPACT",1.6,4,"M6","X",8,184
"HYUNDAI","VELOSTER TURBO","COMPACT",1.6,4,"AS6","X",8.8,202
"HYUNDAI","VELOSTER TURBO","COMPACT",1.6,4,"M6","X",8.5,196
"INFINITI","Q50","MID-SIZE",3.7,6,"AS7","Z",10.3,237
"INFINITI","Q50 AWD","MID-SIZE",3.7,6,"AS7","Z",10.8,248
"INFINITI","Q50 HYBRID","COMPACT",3.5,6,"AS7","Z",7.5,172
"INFINITI","Q50 HYBRID AWD","COMPACT",3.5,6,"AS7","Z",8.2,189
"INFINITI","Q60","SUBCOMPACT",3.7,6,"AS7","Z",10.7,246
"INFINITI","Q60","SUBCOMPACT",3.7,6,"M6","Z",11.6,267
"INFINITI","Q60 AWD","SUBCOMPACT",3.7,6,"AS7","Z",11.5,264
"INFINITI","Q60 CONVERTIBLE","SUBCOMPACT",3.7,6,"AS7","Z",11.7,269
"INFINITI","Q60 CONVERTIBLE","SUBCOMPACT",3.7,6,"M6","Z",12.3,283
"INFINITI","Q70","MID-SIZE",3.7,6,"AS7","Z",11,253
"INFINITI","Q70","MID-SIZE",5.6,8,"AS7","Z",12.4,285
"INFINITI","Q70 AWD","MID-SIZE",3.7,6,"AS7","Z",11.6,267
"INFINITI","Q70 AWD","MID-SIZE",5.6,8,"AS7","Z",12.9,297
"INFINITI","Q70 HYBRID","MID-SIZE",3.5,6,"AS7","Z",7.5,172
"INFINITI","QX50 AWD","STATION WAGON - SMALL",3.7,6,"AS7","Z",11.9,274
"INFINITI","QX60","SUV - SMALL",3.5,6,"AV7","Z",10.1,232
"INFINITI","QX60 AWD","SUV - SMALL",3.5,6,"AV7","Z",10.7,246
"INFINITI","QX60 HYBRID AWD","SUV - STANDARD",2.5,4,"AV7","X",8.7,200
"INFINITI","QX70 AWD","SUV - SMALL",3.7,6,"AS7","Z",12.8,294
"INFINITI","QX80 4WD","SUV - STANDARD",5.6,8,"AS7","Z",14.7,338
"JAGUAR","F-TYPE CONVERTIBLE","TWO-SEATER",3,6,"AS8","Z",10.3,237
"JAGUAR","F-TYPE COUPE","TWO-SEATER",3,6,"AS8","Z",10.3,237
"JAGUAR","F-TYPE S CONVERTIBLE","TWO-SEATER",3,6,"AS8","Z",10.6,244
"JAGUAR","F-TYPE S COUPE","TWO-SEATER",3,6,"AS8","Z",10.6,244
"JAGUAR","F-TYPE V8 R COUPE","TWO-SEATER",5,8,"AS8","Z",12.8,294
"JAGUAR","F-TYPE V8 S CONVERTIBLE","TWO-SEATER",5,8,"AS8","Z",12.8,294
"JAGUAR","XF","MID-SIZE",2,4,"AS8","Z",10.5,242
"JAGUAR","XF AWD","MID-SIZE",3,6,"AS8","Z",11.6,267
"JAGUAR","XFR","MID-SIZE",5,8,"AS8","Z",13.2,304
"JAGUAR","XFR","MID-SIZE",5,8,"AS8","E",18.1,290
"JAGUAR","XFR-S","MID-SIZE",5,8,"AS8","Z",13.2,304
"JAGUAR","XJ AWD","FULL-SIZE",3,6,"AS8","Z",12.4,285
"JAGUAR","XJ SUPERCHARGED","FULL-SIZE",5,8,"AS8","Z",13.3,306
"JAGUAR","XJ SUPERCHARGED","FULL-SIZE",5,8,"AS8","E",17.5,280
"JAGUAR","XJL AWD PORTFOLIO","FULL-SIZE",3,6,"AS8","Z",12.5,288
"JAGUAR","XJL SUPERCHARGED","FULL-SIZE",5,8,"AS8","Z",13.3,306
"JAGUAR","XJL SUPERCHARGED","FULL-SIZE",5,8,"AS8","E",17.5,280
"JAGUAR","XJR","FULL-SIZE",5,8,"AS8","Z",13.3,306
"JAGUAR","XJR LWB","FULL-SIZE",5,8,"AS8","Z",13.3,306
"JAGUAR","XKR CONVERTIBLE","MINICOMPACT",5,8,"AS6","Z",13.6,313
"JAGUAR","XKR COUPE","MINICOMPACT",5,8,"AS6","Z",13.4,308
"JAGUAR","XKR-S CONVERTIBLE","MINICOMPACT",5,8,"AS6","Z",13.6,313
"JAGUAR","XKR-S COUPE","MINICOMPACT",5,8,"AS6","Z",13.4,308
"JEEP","CHEROKEE","SUV - SMALL",2.4,4,"A9","X",9.5,218
"JEEP","CHEROKEE FFV","SUV - SMALL",2.4,4,"A9","X",9.5,218
"JEEP","CHEROKEE FFV","SUV - SMALL",2.4,4,"A9","E",12.9,206
"JEEP","CHEROKEE","SUV - SMALL",3.2,6,"A9","X",9.9,228
"JEEP","CHEROKEE 4X4","SUV - SMALL",2.4,4,"A9","X",10,230
"JEEP","CHEROKEE 4X4 FFV","SUV - SMALL",2.4,4,"A9","X",10,230
"JEEP","CHEROKEE 4X4 FFV","SUV - SMALL",2.4,4,"A9","E",13.7,219
"JEEP","CHEROKEE 4X4","SUV - SMALL",3.2,6,"A9","X",10.2,235
"JEEP","CHEROKEE 4X4 ACTIVE DRIVE II","SUV - SMALL",2.4,4,"A9","X",10.1,232
"JEEP","CHEROKEE 4X4 ACTIVE DRIVE II","SUV - SMALL",3.2,6,"A9","X",10.9,251
"JEEP","CHEROKEE TRAILHAWK 4X4","SUV - SMALL",2.4,4,"A9","X",10.9,251
"JEEP","CHEROKEE TRAILHAWK 4X4","SUV - SMALL",3.2,6,"A9","X",10.8,248
"JEEP","COMPASS","SUV - SMALL",2,4,"AV","X",9.9,228
"JEEP","COMPASS","SUV - SMALL",2,4,"M5","X",9.2,212
"JEEP","COMPASS","SUV - SMALL",2.4,4,"A6","X",10,230
"JEEP","COMPASS","SUV - SMALL",2.4,4,"M5","X",9.3,214
"JEEP","COMPASS 4X4","SUV - SMALL",2.4,4,"A6","X",10.2,235
"JEEP","COMPASS 4X4","SUV - SMALL",2.4,4,"M5","X",9.7,223
"JEEP","COMPASS 4X4 TRAIL RATED","SUV - SMALL",2.4,4,"AV","X",11.1,255
"JEEP","GRAND CHEROKEE 4X4 DIESEL","SUV - STANDARD",3,6,"A8","D",9.9,267
"JEEP","GRAND CHEROKEE 4X4 FFV","SUV - STANDARD",3.6,6,"A8","X",12.1,278
"JEEP","GRAND CHEROKEE 4X4 FFV","SUV - STANDARD",3.6,6,"A8","E",15.6,250
"JEEP","GRAND CHEROKEE 4X4 (MDS)","SUV - STANDARD",5.7,8,"A8","X",14.7,338
"JEEP","GRAND CHEROKEE SRT 4X4 (MDS)","SUV - STANDARD",6.4,8,"A8","Z",15.8,363
"JEEP","PATRIOT","SUV - SMALL",2,4,"AV","X",9.9,228
"JEEP","PATRIOT","SUV - SMALL",2,4,"M5","X",9.2,212
"JEEP","PATRIOT","SUV - SMALL",2.4,4,"A6","X",10,230
"JEEP","PATRIOT","SUV - SMALL",2.4,4,"M5","X",9.3,214
"JEEP","PATRIOT 4X4","SUV - SMALL",2.4,4,"A6","X",10.2,235
"JEEP","PATRIOT 4X4","SUV - SMALL",2.4,4,"M5","X",9.7,223
"JEEP","PATRIOT 4X4 TRAIL RATED","SUV - SMALL",2.4,4,"AV","X",11.1,255
"JEEP","RENEGADE","SUV - SMALL",1.4,4,"M6","X",8.8,202
"JEEP","RENEGADE FFV","SUV - SMALL",2.4,4,"A9","X",9.4,216
"JEEP","RENEGADE FFV","SUV - SMALL",2.4,4,"A9","E",12.2,195
"JEEP","RENEGADE 4X4","SUV - SMALL",1.4,4,"M6","X",8.8,202
"JEEP","RENEGADE 4X4","SUV - SMALL",2.4,4,"A9","X",9.8,225
"JEEP","WRANGLER 4X4","SUV - SMALL",3.6,6,"A5","X",12.8,294
"JEEP","WRANGLER 4X4","SUV - SMALL",3.6,6,"M6","X",12.8,294
"JEEP","WRANGLER UNLIMITED 4X4","SUV - SMALL",3.6,6,"A5","X",13.4,308
"JEEP","WRANGLER UNLIMITED 4X4","SUV - SMALL",3.6,6,"M6","X",13.4,308
"KIA","CADENZA","FULL-SIZE",3.3,6,"AS6","X",10.7,246
"KIA","FORTE","MID-SIZE",1.8,4,"AS6","X",7.6,175
"KIA","FORTE","MID-SIZE",1.8,4,"M6","X",7.9,182
"KIA","FORTE","MID-SIZE",2,4,"AS6","X",8.3,191
"KIA","FORTE","MID-SIZE",2,4,"M6","X",8.5,196
"KIA","FORTE 5","FULL-SIZE",1.6,4,"AS6","X",9.7,223
"KIA","FORTE 5","FULL-SIZE",1.6,4,"M6","X",9.8,225
"KIA","FORTE 5","FULL-SIZE",2,4,"AS6","X",8.5,196
"KIA","FORTE 5","FULL-SIZE",2,4,"M6","X",8.4,193
"KIA","FORTE KOUP","COMPACT",1.6,4,"AS6","X",9.4,216
"KIA","FORTE KOUP","COMPACT",1.6,4,"M6","X",9.6,221
"KIA","FORTE KOUP","COMPACT",2,4,"AS6","X",8.6,198
"KIA","FORTE KOUP","COMPACT",2,4,"M6","X",8.8,202
"KIA","K900","FULL-SIZE",3.8,6,"AS8","X",11.3,260
"KIA","K900","FULL-SIZE",5,8,"AS8","Z",13.3,306
"KIA","OPTIMA","MID-SIZE",2,4,"AS6","X",9.9,228
"KIA","OPTIMA","MID-SIZE",2.4,4,"AS6","X",8.7,200
"KIA","OPTIMA HYBRID","MID-SIZE",2.4,4,"AS6","X",6.3,145
"KIA","OPTIMA HYBRID EX","MID-SIZE",2.4,4,"AS6","X",6.4,147
"KIA","RIO","COMPACT",1.6,4,"AS6","X",7.7,177
"KIA","RIO","COMPACT",1.6,4,"M6","X",7.7,177
"KIA","RIO ECO","COMPACT",1.6,4,"AS6","X",7.6,175
"KIA","RONDO","STATION WAGON - MID-SIZE",2,4,"AS6","X",9.3,214
"KIA","RONDO","STATION WAGON - MID-SIZE",2,4,"M6","X",9.3,214
"KIA","SEDONA","MINIVAN",3.3,6,"AS6","X",11.6,267
"KIA","SEDONA SX","MINIVAN",3.3,6,"AS6","X",11.4,262
"KIA","SEDONA SXL","MINIVAN",3.3,6,"AS6","X",12.5,288
"KIA","SORENTO","SUV - SMALL",2.4,4,"AS6","X",10.4,239
"KIA","SORENTO","SUV - SMALL",3.3,6,"AS6","X",11.1,255
"KIA","SORENTO AWD","SUV - SMALL",2.4,4,"AS6","X",10.9,251
"KIA","SORENTO AWD","SUV - SMALL",3.3,6,"AS6","X",11.8,271
"KIA","SOUL","STATION WAGON - SMALL",1.6,4,"AS6","X",8.9,205
"KIA","SOUL","STATION WAGON - SMALL",1.6,4,"M6","X",9,207
"KIA","SOUL","STATION WAGON - SMALL",2,4,"AS6","X",9,207
"KIA","SOUL ECO Dynamics","STATION WAGON - SMALL",2,4,"AS6","X",8.8,202
"KIA","SPORTAGE","SUV - SMALL",2.4,4,"AS6","X",10,230
"KIA","SPORTAGE","SUV - SMALL",2.4,4,"M6","X",11.3,260
"KIA","SPORTAGE AWD","SUV - SMALL",2,4,"AS6","X",11.3,260
"KIA","SPORTAGE AWD","SUV - SMALL",2.4,4,"AS6","X",10.7,246
"LAMBORGHINI","AVENTADOR COUPE","TWO-SEATER",6.5,12,"AM7","Z",17.9,412
"LAMBORGHINI","AVENTADOR ROADSTER","TWO-SEATER",6.5,12,"AM7","Z",19.7,453
"LAMBORGHINI","HURACAN","TWO-SEATER",5.2,10,"AM7","Z",14.5,334
"LAMBORGHINI","VENENO ROADSTER","TWO-SEATER",6.5,12,"AM7","Z",18.4,423
"LAND ROVER","LR2","SUV - SMALL",2,4,"AS6","Z",11.9,274
"LAND ROVER","LR4","SUV - STANDARD",3,6,"AS8","Z",14.3,329
"LAND ROVER","RANGE ROVER","SUV - STANDARD",3,6,"AS8","Z",12.3,283
"LAND ROVER","RANGE ROVER SUPERCHARGED","SUV - STANDARD",5,8,"AS8","Z",15.1,347
"LAND ROVER","RANGE ROVER SUPERCHARGED","SUV - STANDARD",5,8,"AS8","E",21.4,342
"LAND ROVER","RANGE ROVER SUPERCHARGED LWB","SUV - STANDARD",5,8,"AS8","Z",15.1,347
"LAND ROVER","RANGE ROVER SUPERCHARGED LWB","SUV - STANDARD",5,8,"AS8","E",21.4,342
"LAND ROVER","RANGE ROVER EVOQUE","SUV - SMALL",2,4,"AS9","Z",9.7,223
"LAND ROVER","RANGE ROVER EVOQUE COUPE","SUV - SMALL",2,4,"AS9","Z",9.7,223
"LAND ROVER","RANGE ROVER SPORT","SUV - STANDARD",3,6,"AS8","Z",12.4,285
"LAND ROVER","RANGE ROVER SPORT SUPERCHARGED","SUV - STANDARD",5,8,"AS8","Z",14.7,338
"LAND ROVER","RANGE ROVER SPORT SUPERCHARGED","SUV - STANDARD",5,8,"AS8","E",20.7,331
"LEXUS","CT 200h","COMPACT",1.8,4,"AV","X",5.7,131
"LEXUS","ES 300h","MID-SIZE",2.5,4,"AV6","X",5.9,136
"LEXUS","ES 350","MID-SIZE",3.5,6,"AS6","X",9.6,221
"LEXUS","GS 350","MID-SIZE",3.5,6,"AS8","Z",10.6,244
"LEXUS","GS 350 AWD","MID-SIZE",3.5,6,"AS6","Z",11,253
"LEXUS","GS 450h","MID-SIZE",3.5,6,"AV8","Z",7.5,172
"LEXUS","GX 460","SUV - STANDARD",4.6,8,"AS6","Z",13.9,320
"LEXUS","IS 250","COMPACT",2.5,6,"AS6","Z",9.6,221
"LEXUS","IS 250 AWD","COMPACT",2.5,6,"AS6","Z",10.4,239
"LEXUS","IS 250 C","SUBCOMPACT",2.5,6,"AS6","Z",9.6,221
"LEXUS","IS 350","COMPACT",3.5,6,"AS8","Z",10.6,244
"LEXUS","IS 350 AWD","COMPACT",3.5,6,"AS6","Z",11,253
"LEXUS","IS 350 C","SUBCOMPACT",3.5,6,"AS6","Z",10.6,244
"LEXUS","LS 460","MID-SIZE",4.6,8,"AS8","Z",12.3,283
"LEXUS","LS 460 AWD","MID-SIZE",4.6,8,"AS8","Z",12.9,297
"LEXUS","LS 460 L AWD","MID-SIZE",4.6,8,"AS8","Z",12.9,297
"LEXUS","LS 600h L","MID-SIZE",5,8,"AV8","Z",11.5,264
"LEXUS","LX 570","SUV - STANDARD",5.7,8,"AS6","Z",16.6,382
"LEXUS","NX 200t AWD","SUV - SMALL",2,4,"AS6","Z",9.6,221
"LEXUS","NX 200t AWD F SPORT","SUV - SMALL",2,4,"AS6","Z",9.9,228
"LEXUS","NX 300h AWD","SUV - SMALL",2.5,4,"AV6","X",7.4,170
"LEXUS","RC 350","SUBCOMPACT",3.5,6,"AS8","Z",10.6,244
"LEXUS","RC 350 AWD","SUBCOMPACT",3.5,6,"AS6","Z",11,253
"LEXUS","RC F","SUBCOMPACT",5,8,"AS8","Z",12.6,290
"LEXUS","RX 350 AWD","SUV - SMALL",3.5,6,"AS6","X",11.7,269
"LEXUS","RX 350 AWD","SUV - SMALL",3.5,6,"AS8","X",11.1,255
"LEXUS","RX 450h AWD","SUV - SMALL",3.5,6,"AV6","Z",8.2,189
"LINCOLN","MKC AWD","SUV - SMALL",2,4,"AS6","X",10.9,251
"LINCOLN","MKC AWD","SUV - SMALL",2.3,4,"AS6","X",11.2,258
"LINCOLN","MKS AWD","FULL-SIZE",3.5,6,"AS6","X",11.9,274
"LINCOLN","MKS AWD","FULL-SIZE",3.7,6,"AS6","X",11.2,258
"LINCOLN","MKT AWD","SUV - STANDARD",3.5,6,"AS6","X",12.8,294
"LINCOLN","MKT LIVERY","SPECIAL PURPOSE VEHICLE",2,4,"AS6","X",10.1,232
"LINCOLN","MKT LIVERY AWD","SPECIAL PURPOSE VEHICLE",3.7,6,"A6","X",12.2,281
"LINCOLN","MKX AWD","SUV - SMALL",3.7,6,"AS6","X",12.1,278
"LINCOLN","MKZ","MID-SIZE",2,4,"AS6","X",8.9,205
"LINCOLN","MKZ AWD","MID-SIZE",3.7,6,"AS6","X",11.3,260
"LINCOLN","MKZ HYBRID","MID-SIZE",2,4,"AV","X",5.8,133
"LINCOLN","NAVIGATOR 4X4","SUV - STANDARD",3.5,6,"AS6","X",14.2,327
"LINCOLN","NAVIGATOR L 4X4","SUV - STANDARD",3.5,6,"AS6","X",14.4,331
"MASERATI","GHIBLI","MID-SIZE",3,6,"AS8","Z",12.7,292
"MASERATI","GHIBLI AWD","MID-SIZE",3,6,"AS8","Z",12.8,294
"MASERATI","GRANTURISMO","SUBCOMPACT",4.7,8,"AS6","Z",15.1,347
"MASERATI","GRANTURISMO CONVERTIBLE","SUBCOMPACT",4.7,8,"AS6","Z",15.2,350
"MASERATI","QUATTROPORTE GTS","FULL-SIZE",3.8,8,"AS8","Z",14.5,334
"MASERATI","QUATTROPORTE SQ4","FULL-SIZE",3,6,"AS8","Z",13,299
"MAZDA","CX-5","SUV - SMALL",2,4,"AS6","X",8.2,189
"MAZDA","CX-5","SUV - SMALL",2,4,"M6","X",8,184
"MAZDA","CX-5","SUV - SMALL",2.5,4,"AS6","X",8.6,198
"MAZDA","CX-5 4WD","SUV - SMALL",2,4,"AS6","X",8.5,196
"MAZDA","CX-5 4WD","SUV - SMALL",2.5,4,"AS6","X",9,207
"MAZDA","CX-9","SUV - SMALL",3.7,6,"AS6","X",12.3,283
"MAZDA","CX-9 4WD","SUV - SMALL",3.7,6,"AS6","X",12.7,292
"MAZDA","MAZDA3 4-DOOR","COMPACT",2,4,"AS6","X",6.9,159
"MAZDA","MAZDA3 4-DOOR (SIL)","COMPACT",2,4,"M6","X",7,161
"MAZDA","MAZDA3 4-DOOR","COMPACT",2.5,4,"AS6","X",7.4,170
"MAZDA","MAZDA3 4-DOOR (i-ELOOP)","COMPACT",2.5,4,"AS6","X",7.2,166
"MAZDA","MAZDA3 4-DOOR (SIL)","COMPACT",2.5,4,"M6","X",8,184
"MAZDA","MAZDA3 5-DOOR","MID-SIZE",2,4,"AS6","X",7,161
"MAZDA","MAZDA3 5-DOOR (SIL)","MID-SIZE",2,4,"M6","X",7.1,163
"MAZDA","MAZDA3 5-DOOR","MID-SIZE",2.5,4,"AS6","X",7.7,177
"MAZDA","MAZDA3 5-DOOR (i-ELOOP)","MID-SIZE",2.5,4,"AS6","X",7.2,166
"MAZDA","MAZDA3 5-DOOR (SIL)","MID-SIZE",2.5,4,"M6","X",8.1,186
"MAZDA","MAZDA5","MINIVAN",2.5,4,"AS5","X",9.6,221
"MAZDA","MAZDA5","MINIVAN",2.5,4,"M6","X",9.8,225
"MAZDA","MAZDA6","MID-SIZE",2.5,4,"AS6","X",7.6,175
"MAZDA","MAZDA6","MID-SIZE",2.5,4,"M6","X",8.1,186
"MAZDA","MAZDA6 (i-ELOOP)","MID-SIZE",2.5,4,"AS6","X",7.3,168
"MAZDA","MX-5","TWO-SEATER",2,4,"AS6","Z",10.1,232
"MAZDA","MX-5","TWO-SEATER",2,4,"M5","Z",9.6,221
"MAZDA","MX-5","TWO-SEATER",2,4,"M6","Z",9.9,228
"MERCEDES-BENZ","B 250","STATION WAGON - SMALL",2,4,"AS7","Z",8,184
"MERCEDES-BENZ","B 250 4MATIC","STATION WAGON - SMALL",2,4,"AS7","Z",8.9,205
"MERCEDES-BENZ","C 250 COUPE","SUBCOMPACT",1.8,4,"AS7","Z",9.4,216
"MERCEDES-BENZ","C 300 4MATIC","COMPACT",2,4,"AS7","Z",9,207
"MERCEDES-BENZ","C 350 4MATIC COUPE","SUBCOMPACT",3.5,6,"AS7","Z",10.6,244
"MERCEDES-BENZ","C 350 COUPE","SUBCOMPACT",3.5,6,"AS7","Z",10.5,242
"MERCEDES-BENZ","C 400 4MATIC","COMPACT",3,6,"AS7","Z",9.9,228
"MERCEDES-BENZ","C 63 AMG COUPE","SUBCOMPACT",6.2,8,"AS7","Z",15.4,354
"MERCEDES-BENZ","CLA 250","SUBCOMPACT",2,4,"AS7","Z",8.1,186
"MERCEDES-BENZ","CLA 250 4MATIC","SUBCOMPACT",2,4,"AS7","Z",8.8,202
"MERCEDES-BENZ","CLA 45 AMG","COMPACT",2,4,"AS7","Z",9.1,209
"MERCEDES-BENZ","CLS 400 4MATIC","COMPACT",3,6,"AS7","Z",10.5,242
"MERCEDES-BENZ","CLS 550 4MATIC","COMPACT",4.7,8,"AS7","Z",12.5,288
"MERCEDES-BENZ","CLS 63 AMG 4MATIC","COMPACT",5.5,8,"AS7","Z",13.1,301
"MERCEDES-BENZ","E 250 BLUETEC 4MATIC","MID-SIZE",2.1,4,"AS7","D",7.4,200
"MERCEDES-BENZ","E 300 4MATIC","MID-SIZE",3.5,6,"AS7","Z",10.2,235
"MERCEDES-BENZ","E 400 4MATIC","MID-SIZE",3,6,"AS7","Z",10.4,239
"MERCEDES-BENZ","E 400 4MATIC WAGON","STATION WAGON - MID-SIZE",3.5,6,"AS7","Z",10.8,248
"MERCEDES-BENZ","E 400 CABRIOLET","SUBCOMPACT",3.5,6,"AS7","Z",10,230
"MERCEDES-BENZ","E 400 COUPE","SUBCOMPACT",3.5,6,"AS7","Z",10.2,235
"MERCEDES-BENZ","E 550 4MATIC","MID-SIZE",4.7,8,"AS7","Z",11.4,262
"MERCEDES-BENZ","E 550 CABRIOLET","SUBCOMPACT",4.7,8,"AS7","Z",11.7,269
"MERCEDES-BENZ","E 550 COUPE","SUBCOMPACT",4.7,8,"AS7","Z",11.4,262
"MERCEDES-BENZ","E 63 AMG S 4MATIC","MID-SIZE",5.5,8,"AS7","Z",13.3,306
"MERCEDES-BENZ","E 63 AMG S 4MATIC WAGON","STATION WAGON - MID-SIZE",5.5,8,"AS7","Z",13.3,306
"MERCEDES-BENZ","G 550","SUV - STANDARD",5.5,8,"AS7","Z",18.2,419
"MERCEDES-BENZ","G 63 AMG","SUV - STANDARD",5.5,8,"AS7","Z",18.5,426
"MERCEDES-BENZ","GL 350 BLUETEC 4MATIC","SUV - STANDARD",3,6,"AS7","D",12,324
"MERCEDES-BENZ","GL 450 4MATIC","SUV - STANDARD",3,6,"AS7","Z",14,322
"MERCEDES-BENZ","GL 550 4MATIC","SUV - STANDARD",4.7,8,"AS7","Z",15.6,359
"MERCEDES-BENZ","GL 63 AMG","SUV - STANDARD",5.5,8,"AS7","Z",16.3,375
"MERCEDES-BENZ","GLA 250 4MATIC","SUV - SMALL",2,4,"AS7","Z",8.7,200
"MERCEDES-BENZ","GLA 45 AMG 4MATIC","STATION WAGON - MID-SIZE",2,4,"AS7","Z",9.4,216
"MERCEDES-BENZ","GLK 250 BLUETEC 4MATIC","SUV - SMALL",2.1,4,"AS7","D",8.5,230
"MERCEDES-BENZ","GLK 350 4MATIC","SUV - SMALL",3.5,6,"AS7","Z",11.2,258
"MERCEDES-BENZ","ML 350 BLUETEC 4MATIC","SUV - STANDARD",3,6,"AS7","D",10.3,278
"MERCEDES-BENZ","ML 400 4MATIC","SUV - STANDARD",3,6,"AS7","Z",12,276
"MERCEDES-BENZ","ML 550 4MATIC","SUV - STANDARD",4.7,8,"AS7","Z",14.2,327
"MERCEDES-BENZ","ML 63 AMG 4MATIC","SUV - STANDARD",5.5,8,"AS7","Z",15.6,359
"MERCEDES-BENZ","S 400 4MATIC","MID-SIZE",4.7,6,"AS7","Z",10.8,248
"MERCEDES-BENZ","S 550 4MATIC COUPE","COMPACT",4.7,8,"AS7","Z",12.3,283
"MERCEDES-BENZ","S 550 4MATIC LWB","FULL-SIZE",4.7,8,"AS7","Z",12.5,288
"MERCEDES-BENZ","S 550 4MATIC SWB","MID-SIZE",4.7,8,"AS7","Z",12.2,281
"MERCEDES-BENZ","S 600","FULL-SIZE",6,12,"AS7","Z",14.9,343
"MERCEDES-BENZ","S 63 AMG 4MATIC","FULL-SIZE",5.5,8,"AS7","Z",13.2,304
"MERCEDES-BENZ","S 63 AMG COUPE","COMPACT",5.5,8,"AS7","Z",13.2,304
"MERCEDES-BENZ","S 65 AMG","FULL-SIZE",6,12,"AS7","Z",15.5,357
"MERCEDES-BENZ","S 65 AMG COUPE","COMPACT",6,12,"AS7","Z",15,345
